m,TagName,
"2025-01-01 00:00:00","c","351"
"2025-01-01 00:00:00","c#","1291"
"2025-01-01 00:00:00","c++","839"
"2025-01-01 00:00:00","delphi","60"
"2025-01-01 00:00:00","go","156"
"2025-01-01 00:00:00","java","1310"
"2025-01-01 00:00:00","javascript","1718"
"2025-01-01 00:00:00","perl","27"
"2025-01-01 00:00:00","php","626"
"2025-01-01 00:00:00","python","3143"
"2025-01-01 00:00:00","r","593"
"2025-01-01 00:00:00","ruby","60"
"2025-01-01 00:00:00","swift","419"
